Start,Finish,Steps
26-Mar-2016 00:00,27-Mar-2016 00:00,6511.0
27-Mar-2016 00:00,28-Mar-2016 00:00,4914.0
28-Mar-2016 00:00,29-Mar-2016 00:00,14626.0
29-Mar-2016 00:00,30-Mar-2016 00:00,9825.0
30-Mar-2016 00:00,31-Mar-2016 00:00,3492.0
31-Mar-2016 00:00,01-Apr-2016 00:00,10815.0
01-Apr-2016 00:00,02-Apr-2016 00:00,6121.0
02-Apr-2016 00:00,03-Apr-2016 00:00,10248.0
03-Apr-2016 00:00,04-Apr-2016 00:00,4481.0
04-Apr-2016 00:00,05-Apr-2016 00:00,5973.0
05-Apr-2016 00:00,06-Apr-2016 00:00,3705.0
06-Apr-2016 00:00,07-Apr-2016 00:00,3433.0
07-Apr-2016 00:00,08-Apr-2016 00:00,4282.0
08-Apr-2016 00:00,09-Apr-2016 00:00,6738.0
09-Apr-2016 00:00,10-Apr-2016 00:00,3003.0
10-Apr-2016 00:00,11-Apr-2016 00:00,4988.0
11-Apr-2016 00:00,12-Apr-2016 00:00,6797.0
12-Apr-2016 00:00,13-Apr-2016 00:00,4712.0
13-Apr-2016 00:00,14-Apr-2016 00:00,823.0
14-Apr-2016 00:00,15-Apr-2016 00:00,3716.0
15-Apr-2016 00:00,16-Apr-2016 00:00,4269.0
16-Apr-2016 00:00,17-Apr-2016 00:00,8415.0
17-Apr-2016 00:00,18-Apr-2016 00:00,7220.0
18-Apr-2016 00:00,19-Apr-2016 00:00,5838.0
19-Apr-2016 00:00,20-Apr-2016 00:00,2908.0
20-Apr-2016 00:00,21-Apr-2016 00:00,6800.0
21-Apr-2016 00:00,22-Apr-2016 00:00,5078.0
22-Apr-2016 00:00,23-Apr-2016 00:00,13454.0
23-Apr-2016 00:00,24-Apr-2016 00:00,12.0
24-Apr-2016 00:00,25-Apr-2016 00:00,1304.0
25-Apr-2016 00:00,26-Apr-2016 00:00,3668.0
26-Apr-2016 00:00,27-Apr-2016 00:00,4346.0
27-Apr-2016 00:00,28-Apr-2016 00:00,4743.0
28-Apr-2016 00:00,29-Apr-2016 00:00,5875.0
29-Apr-2016 00:00,30-Apr-2016 00:00,7761.0
30-Apr-2016 00:00,01-May-2016 00:00,3386.0
01-May-2016 00:00,02-May-2016 00:00,934.0
02-May-2016 00:00,03-May-2016 00:00,2821.0
03-May-2016 00:00,04-May-2016 00:00,2951.0
04-May-2016 00:00,05-May-2016 00:00,3628.0
05-May-2016 00:00,06-May-2016 00:00,3792.0
06-May-2016 00:00,07-May-2016 00:00,1528.0
07-May-2016 00:00,08-May-2016 00:00,0.0
08-May-2016 00:00,09-May-2016 00:00,791.0
09-May-2016 00:00,10-May-2016 00:00,4472.0
10-May-2016 00:00,11-May-2016 00:00,1176.0
11-May-2016 00:00,12-May-2016 00:00,4703.0
12-May-2016 00:00,13-May-2016 00:00,4027.0
13-May-2016 00:00,14-May-2016 00:00,4534.0
14-May-2016 00:00,15-May-2016 00:00,322.0
15-May-2016 00:00,16-May-2016 00:00,1661.0
16-May-2016 00:00,17-May-2016 00:00,2635.0
17-May-2016 00:00,18-May-2016 00:00,0.0
18-May-2016 00:00,19-May-2016 00:00,7679.0
19-May-2016 00:00,20-May-2016 00:00,3306.0
20-May-2016 00:00,21-May-2016 00:00,0.0
21-May-2016 00:00,22-May-2016 00:00,164.0
22-May-2016 00:00,23-May-2016 00:00,1630.0
23-May-2016 00:00,24-May-2016 00:00,2798.0
24-May-2016 00:00,25-May-2016 00:00,0.0
25-May-2016 00:00,26-May-2016 00:00,6837.0
26-May-2016 00:00,27-May-2016 00:00,387.0
27-May-2016 00:00,28-May-2016 00:00,7256.0
28-May-2016 00:00,29-May-2016 00:00,4101.0
29-May-2016 00:00,30-May-2016 00:00,7768.0
30-May-2016 00:00,31-May-2016 00:00,813.0
31-May-2016 00:00,01-Jun-2016 00:00,4989.0
01-Jun-2016 00:00,02-Jun-2016 00:00,6755.0
02-Jun-2016 00:00,03-Jun-2016 00:00,3237.0
03-Jun-2016 00:00,04-Jun-2016 00:00,153.0
04-Jun-2016 00:00,05-Jun-2016 00:00,12597.0
05-Jun-2016 00:00,06-Jun-2016 00:00,9692.0
06-Jun-2016 00:00,07-Jun-2016 00:00,0.0
07-Jun-2016 00:00,08-Jun-2016 00:00,1551.0
08-Jun-2016 00:00,09-Jun-2016 00:00,1441.0
09-Jun-2016 00:00,10-Jun-2016 00:00,0.0
10-Jun-2016 00:00,11-Jun-2016 00:00,4898.0
11-Jun-2016 00:00,12-Jun-2016 00:00,3259.0
12-Jun-2016 00:00,13-Jun-2016 00:00,14294.0
13-Jun-2016 00:00,14-Jun-2016 00:00,15256.0
14-Jun-2016 00:00,15-Jun-2016 00:00,8557.0
15-Jun-2016 00:00,16-Jun-2016 00:00,6969.0
16-Jun-2016 00:00,17-Jun-2016 00:00,3362.0
17-Jun-2016 00:00,18-Jun-2016 00:00,17637.0
18-Jun-2016 00:00,19-Jun-2016 00:00,5488.0
19-Jun-2016 00:00,20-Jun-2016 00:00,8503.0
20-Jun-2016 00:00,21-Jun-2016 00:00,5560.0
21-Jun-2016 00:00,22-Jun-2016 00:00,4116.0
22-Jun-2016 00:00,23-Jun-2016 00:00,3926.0
23-Jun-2016 00:00,24-Jun-2016 00:00,10745.0
24-Jun-2016 00:00,25-Jun-2016 00:00,13581.0
25-Jun-2016 00:00,26-Jun-2016 00:00,2779.0
26-Jun-2016 00:00,27-Jun-2016 00:00,5965.0
27-Jun-2016 00:00,28-Jun-2016 00:00,2631.0
28-Jun-2016 00:00,29-Jun-2016 00:00,2279.0
29-Jun-2016 00:00,30-Jun-2016 00:00,0.0
30-Jun-2016 00:00,01-Jul-2016 00:00,2547.0
01-Jul-2016 00:00,02-Jul-2016 00:00,0.0
02-Jul-2016 00:00,03-Jul-2016 00:00,1311.0
03-Jul-2016 00:00,04-Jul-2016 00:00,2073.0
04-Jul-2016 00:00,05-Jul-2016 00:00,398.0
05-Jul-2016 00:00,06-Jul-2016 00:00,59.0
06-Jul-2016 00:00,07-Jul-2016 00:00,5559.0
07-Jul-2016 00:00,08-Jul-2016 00:00,2334.0
08-Jul-2016 00:00,09-Jul-2016 00:00,4341.0
09-Jul-2016 00:00,10-Jul-2016 00:00,808.0
10-Jul-2016 00:00,11-Jul-2016 00:00,929.0
11-Jul-2016 00:00,12-Jul-2016 00:00,2346.0
12-Jul-2016 00:00,13-Jul-2016 00:00,9608.0
13-Jul-2016 00:00,14-Jul-2016 00:00,1045.0
14-Jul-2016 00:00,15-Jul-2016 00:00,9172.0
15-Jul-2016 00:00,16-Jul-2016 00:00,5977.0
16-Jul-2016 00:00,17-Jul-2016 00:00,4106.0
17-Jul-2016 00:00,18-Jul-2016 00:00,5312.0
18-Jul-2016 00:00,19-Jul-2016 00:00,5956.0
19-Jul-2016 00:00,20-Jul-2016 00:00,13647.7035067503
20-Jul-2016 00:00,21-Jul-2016 00:00,14975.3843897131
21-Jul-2016 00:00,22-Jul-2016 00:00,18754.0545392895
22-Jul-2016 00:00,23-Jul-2016 00:00,10687.8575642471
23-Jul-2016 00:00,24-Jul-2016 00:00,12316.0
24-Jul-2016 00:00,25-Jul-2016 00:00,2719.0
25-Jul-2016 00:00,26-Jul-2016 00:00,11629.2892262893
26-Jul-2016 00:00,27-Jul-2016 00:00,16870.8669604514
27-Jul-2016 00:00,28-Jul-2016 00:00,8738.90946908282
28-Jul-2016 00:00,29-Jul-2016 00:00,21329.9343441765
29-Jul-2016 00:00,30-Jul-2016 00:00,2815.49937618765
30-Jul-2016 00:00,31-Jul-2016 00:00,17062.5006238124
31-Jul-2016 00:00,01-Aug-2016 00:00,21700.0
01-Aug-2016 00:00,02-Aug-2016 00:00,10630.0
02-Aug-2016 00:00,03-Aug-2016 00:00,10555.0
03-Aug-2016 00:00,04-Aug-2016 00:00,10940.0
04-Aug-2016 00:00,05-Aug-2016 00:00,4916.0
05-Aug-2016 00:00,06-Aug-2016 00:00,12738.0
06-Aug-2016 00:00,07-Aug-2016 00:00,11915.0
07-Aug-2016 00:00,08-Aug-2016 00:00,18847.0
08-Aug-2016 00:00,09-Aug-2016 00:00,19477.0
09-Aug-2016 00:00,10-Aug-2016 00:00,11042.0
10-Aug-2016 00:00,11-Aug-2016 00:00,9035.0
11-Aug-2016 00:00,12-Aug-2016 00:00,3424.46822760596
12-Aug-2016 00:00,13-Aug-2016 00:00,8413.53177239404
13-Aug-2016 00:00,14-Aug-2016 00:00,10095.0
14-Aug-2016 00:00,15-Aug-2016 00:00,9097.0
15-Aug-2016 00:00,16-Aug-2016 00:00,12514.0
16-Aug-2016 00:00,17-Aug-2016 00:00,8151.0
17-Aug-2016 00:00,18-Aug-2016 00:00,9641.0
18-Aug-2016 00:00,19-Aug-2016 00:00,6820.0
19-Aug-2016 00:00,20-Aug-2016 00:00,8692.0
20-Aug-2016 00:00,21-Aug-2016 00:00,5307.0
21-Aug-2016 00:00,22-Aug-2016 00:00,3528.0
22-Aug-2016 00:00,23-Aug-2016 00:00,6531.0
23-Aug-2016 00:00,24-Aug-2016 00:00,5876.0
24-Aug-2016 00:00,25-Aug-2016 00:00,3044.0
25-Aug-2016 00:00,26-Aug-2016 00:00,90.0
26-Aug-2016 00:00,27-Aug-2016 00:00,4601.0
27-Aug-2016 00:00,28-Aug-2016 00:00,3700.0
28-Aug-2016 00:00,29-Aug-2016 00:00,565.0
29-Aug-2016 00:00,30-Aug-2016 00:00,3959.0
30-Aug-2016 00:00,31-Aug-2016 00:00,2310.0
31-Aug-2016 00:00,01-Sep-2016 00:00,298.0
01-Sep-2016 00:00,02-Sep-2016 00:00,2617.0
02-Sep-2016 00:00,03-Sep-2016 00:00,9150.0
03-Sep-2016 00:00,04-Sep-2016 00:00,9914.0
04-Sep-2016 00:00,05-Sep-2016 00:00,8185.0
05-Sep-2016 00:00,06-Sep-2016 00:00,5855.0
06-Sep-2016 00:00,07-Sep-2016 00:00,5185.0
07-Sep-2016 00:00,08-Sep-2016 00:00,239.0
08-Sep-2016 00:00,09-Sep-2016 00:00,11212.0
09-Sep-2016 00:00,10-Sep-2016 00:00,4960.0
10-Sep-2016 00:00,11-Sep-2016 00:00,4589.0
11-Sep-2016 00:00,12-Sep-2016 00:00,3317.0
12-Sep-2016 00:00,13-Sep-2016 00:00,7227.0
13-Sep-2016 00:00,14-Sep-2016 00:00,3592.0
14-Sep-2016 00:00,15-Sep-2016 00:00,2272.0
15-Sep-2016 00:00,16-Sep-2016 00:00,1589.0
16-Sep-2016 00:00,17-Sep-2016 00:00,377.0
17-Sep-2016 00:00,18-Sep-2016 00:00,15758.0
18-Sep-2016 00:00,19-Sep-2016 00:00,2631.0
19-Sep-2016 00:00,20-Sep-2016 00:00,8991.0
20-Sep-2016 00:00,21-Sep-2016 00:00,9319.0
21-Sep-2016 00:00,22-Sep-2016 00:00,2039.0
22-Sep-2016 00:00,23-Sep-2016 00:00,2240.0
23-Sep-2016 00:00,24-Sep-2016 00:00,9546.0
24-Sep-2016 00:00,25-Sep-2016 00:00,8268.0
25-Sep-2016 00:00,26-Sep-2016 00:00,11808.0
26-Sep-2016 00:00,27-Sep-2016 00:00,5657.0
27-Sep-2016 00:00,28-Sep-2016 00:00,3852.0
28-Sep-2016 00:00,29-Sep-2016 00:00,4507.0
29-Sep-2016 00:00,30-Sep-2016 00:00,2939.0
30-Sep-2016 00:00,01-Oct-2016 00:00,3843.0
01-Oct-2016 00:00,02-Oct-2016 00:00,5961.0
02-Oct-2016 00:00,03-Oct-2016 00:00,10338.0
03-Oct-2016 00:00,04-Oct-2016 00:00,8756.0
04-Oct-2016 00:00,05-Oct-2016 00:00,4010.0
05-Oct-2016 00:00,06-Oct-2016 00:00,8354.0
06-Oct-2016 00:00,07-Oct-2016 00:00,2183.0
07-Oct-2016 00:00,08-Oct-2016 00:00,3589.0
08-Oct-2016 00:00,09-Oct-2016 00:00,7676.0
09-Oct-2016 00:00,10-Oct-2016 00:00,5996.0
10-Oct-2016 00:00,11-Oct-2016 00:00,6978.0
11-Oct-2016 00:00,12-Oct-2016 00:00,14913.0
12-Oct-2016 00:00,13-Oct-2016 00:00,26997.0
13-Oct-2016 00:00,14-Oct-2016 00:00,19253.0
14-Oct-2016 00:00,15-Oct-2016 00:00,7082.0
15-Oct-2016 00:00,16-Oct-2016 00:00,3375.0
16-Oct-2016 00:00,17-Oct-2016 00:00,12223.0
17-Oct-2016 00:00,18-Oct-2016 00:00,5051.0
18-Oct-2016 00:00,19-Oct-2016 00:00,5342.0
19-Oct-2016 00:00,20-Oct-2016 00:00,5523.0
20-Oct-2016 00:00,21-Oct-2016 00:00,3644.0
21-Oct-2016 00:00,22-Oct-2016 00:00,8086.0
22-Oct-2016 00:00,23-Oct-2016 00:00,3679.0
23-Oct-2016 00:00,24-Oct-2016 00:00,92.0
24-Oct-2016 00:00,25-Oct-2016 00:00,5191.0
25-Oct-2016 00:00,26-Oct-2016 00:00,4493.0
26-Oct-2016 00:00,27-Oct-2016 00:00,2986.0
27-Oct-2016 00:00,28-Oct-2016 00:00,4470.0
28-Oct-2016 00:00,29-Oct-2016 00:00,6636.0
29-Oct-2016 00:00,30-Oct-2016 00:00,4893.0
30-Oct-2016 00:00,31-Oct-2016 00:00,5025.0
31-Oct-2016 00:00,01-Nov-2016 00:00,1839.0
01-Nov-2016 00:00,02-Nov-2016 00:00,8382.0
02-Nov-2016 00:00,03-Nov-2016 00:00,2355.0
03-Nov-2016 00:00,04-Nov-2016 00:00,3413.0
04-Nov-2016 00:00,05-Nov-2016 00:00,11083.0
05-Nov-2016 00:00,06-Nov-2016 00:00,6170.0
06-Nov-2016 00:00,07-Nov-2016 00:00,5600.0
07-Nov-2016 00:00,08-Nov-2016 00:00,1734.0
08-Nov-2016 00:00,09-Nov-2016 00:00,2457.0
09-Nov-2016 00:00,10-Nov-2016 00:00,2099.0
10-Nov-2016 00:00,11-Nov-2016 00:00,1059.0
11-Nov-2016 00:00,12-Nov-2016 00:00,11035.0
12-Nov-2016 00:00,13-Nov-2016 00:00,5837.0
13-Nov-2016 00:00,14-Nov-2016 00:00,3685.0
14-Nov-2016 00:00,15-Nov-2016 00:00,3608.0
15-Nov-2016 00:00,16-Nov-2016 00:00,3033.0
16-Nov-2016 00:00,17-Nov-2016 00:00,2578.0
17-Nov-2016 00:00,18-Nov-2016 00:00,2394.0
18-Nov-2016 00:00,19-Nov-2016 00:00,6682.0
19-Nov-2016 00:00,20-Nov-2016 00:00,855.0
20-Nov-2016 00:00,21-Nov-2016 00:00,2960.0
21-Nov-2016 00:00,22-Nov-2016 00:00,3728.0
22-Nov-2016 00:00,23-Nov-2016 00:00,4363.0
23-Nov-2016 00:00,24-Nov-2016 00:00,4782.0
24-Nov-2016 00:00,25-Nov-2016 00:00,5247.0
25-Nov-2016 00:00,26-Nov-2016 00:00,10069.0
26-Nov-2016 00:00,27-Nov-2016 00:00,3799.0
27-Nov-2016 00:00,28-Nov-2016 00:00,7222.0
28-Nov-2016 00:00,29-Nov-2016 00:00,3787.0
29-Nov-2016 00:00,30-Nov-2016 00:00,9006.0
30-Nov-2016 00:00,01-Dec-2016 00:00,7144.0
01-Dec-2016 00:00,02-Dec-2016 00:00,2129.0
02-Dec-2016 00:00,03-Dec-2016 00:00,1062.0
03-Dec-2016 00:00,04-Dec-2016 00:00,10774.0
04-Dec-2016 00:00,05-Dec-2016 00:00,563.0
05-Dec-2016 00:00,06-Dec-2016 00:00,5062.0
06-Dec-2016 00:00,07-Dec-2016 00:00,2440.0
07-Dec-2016 00:00,08-Dec-2016 00:00,5537.0
08-Dec-2016 00:00,09-Dec-2016 00:00,6602.0
09-Dec-2016 00:00,10-Dec-2016 00:00,7656.0
10-Dec-2016 00:00,11-Dec-2016 00:00,8304.0
11-Dec-2016 00:00,12-Dec-2016 00:00,2637.0
12-Dec-2016 00:00,13-Dec-2016 00:00,1002.0
13-Dec-2016 00:00,14-Dec-2016 00:00,730.0
14-Dec-2016 00:00,15-Dec-2016 00:00,2401.0
15-Dec-2016 00:00,16-Dec-2016 00:00,4991.0
16-Dec-2016 00:00,17-Dec-2016 00:00,1574.0
17-Dec-2016 00:00,18-Dec-2016 00:00,120.0
18-Dec-2016 00:00,19-Dec-2016 00:00,1351.0
19-Dec-2016 00:00,20-Dec-2016 00:00,4485.0
20-Dec-2016 00:00,21-Dec-2016 00:00,6429.0
21-Dec-2016 00:00,22-Dec-2016 00:00,3417.0
22-Dec-2016 00:00,23-Dec-2016 00:00,3786.0
23-Dec-2016 00:00,24-Dec-2016 00:00,4772.0
24-Dec-2016 00:00,25-Dec-2016 00:00,8990.0
25-Dec-2016 00:00,26-Dec-2016 00:00,7545.0
26-Dec-2016 00:00,27-Dec-2016 00:00,7929.0
27-Dec-2016 00:00,28-Dec-2016 00:00,4405.0
28-Dec-2016 00:00,29-Dec-2016 00:00,4417.0
29-Dec-2016 00:00,30-Dec-2016 00:00,5842.0
30-Dec-2016 00:00,31-Dec-2016 00:00,15118.0
31-Dec-2016 00:00,01-Jan-2017 00:00,9063.56776180973
01-Jan-2017 00:00,02-Jan-2017 00:00,8431.43223819027
02-Jan-2017 00:00,03-Jan-2017 00:00,3279.0
03-Jan-2017 00:00,04-Jan-2017 00:00,2553.0
04-Jan-2017 00:00,05-Jan-2017 00:00,7391.90430046838
05-Jan-2017 00:00,06-Jan-2017 00:00,3866.09569953162
06-Jan-2017 00:00,07-Jan-2017 00:00,5928.0
07-Jan-2017 00:00,08-Jan-2017 00:00,8348.0
08-Jan-2017 00:00,09-Jan-2017 00:00,5979.0
09-Jan-2017 00:00,10-Jan-2017 00:00,3950.0
10-Jan-2017 00:00,11-Jan-2017 00:00,13294.0
11-Jan-2017 00:00,12-Jan-2017 00:00,4291.0
12-Jan-2017 00:00,13-Jan-2017 00:00,6921.0
13-Jan-2017 00:00,14-Jan-2017 00:00,7324.0
14-Jan-2017 00:00,15-Jan-2017 00:00,5962.0
15-Jan-2017 00:00,16-Jan-2017 00:00,7001.0
16-Jan-2017 00:00,17-Jan-2017 00:00,7468.0
17-Jan-2017 00:00,18-Jan-2017 00:00,5052.0
18-Jan-2017 00:00,19-Jan-2017 00:00,5471.0
19-Jan-2017 00:00,20-Jan-2017 00:00,7657.0
20-Jan-2017 00:00,21-Jan-2017 00:00,11047.0
21-Jan-2017 00:00,22-Jan-2017 00:00,2911.0
22-Jan-2017 00:00,23-Jan-2017 00:00,3982.0
23-Jan-2017 00:00,24-Jan-2017 00:00,14692.0
24-Jan-2017 00:00,25-Jan-2017 00:00,4084.0
25-Jan-2017 00:00,26-Jan-2017 00:00,2413.0
26-Jan-2017 00:00,27-Jan-2017 00:00,9160.0
27-Jan-2017 00:00,28-Jan-2017 00:00,8100.0
28-Jan-2017 00:00,29-Jan-2017 00:00,10637.0
29-Jan-2017 00:00,30-Jan-2017 00:00,14604.0
30-Jan-2017 00:00,31-Jan-2017 00:00,19280.8071829492
31-Jan-2017 00:00,01-Feb-2017 00:00,16349.1928170508
01-Feb-2017 00:00,02-Feb-2017 00:00,16506.0
02-Feb-2017 00:00,03-Feb-2017 00:00,14041.0
03-Feb-2017 00:00,04-Feb-2017 00:00,18236.0
04-Feb-2017 00:00,05-Feb-2017 00:00,7708.0
05-Feb-2017 00:00,06-Feb-2017 00:00,3963.0
06-Feb-2017 00:00,07-Feb-2017 00:00,7806.0
07-Feb-2017 00:00,08-Feb-2017 00:00,2395.0
08-Feb-2017 00:00,09-Feb-2017 00:00,10500.0
09-Feb-2017 00:00,10-Feb-2017 00:00,2506.0
10-Feb-2017 00:00,11-Feb-2017 00:00,1315.0
11-Feb-2017 00:00,12-Feb-2017 00:00,5792.0
12-Feb-2017 00:00,13-Feb-2017 00:00,3016.0
13-Feb-2017 00:00,14-Feb-2017 00:00,26.0
14-Feb-2017 00:00,15-Feb-2017 00:00,4842.0
15-Feb-2017 00:00,16-Feb-2017 00:00,3472.0
16-Feb-2017 00:00,17-Feb-2017 00:00,7537.0
17-Feb-2017 00:00,18-Feb-2017 00:00,827.0
18-Feb-2017 00:00,19-Feb-2017 00:00,2790.0
19-Feb-2017 00:00,20-Feb-2017 00:00,2585.0
20-Feb-2017 00:00,21-Feb-2017 00:00,2681.0
21-Feb-2017 00:00,22-Feb-2017 00:00,1253.0
22-Feb-2017 00:00,23-Feb-2017 00:00,4661.0
23-Feb-2017 00:00,24-Feb-2017 00:00,2253.0
24-Feb-2017 00:00,25-Feb-2017 00:00,4138.0
25-Feb-2017 00:00,26-Feb-2017 00:00,2344.0
26-Feb-2017 00:00,27-Feb-2017 00:00,3128.0
27-Feb-2017 00:00,28-Feb-2017 00:00,880.0
28-Feb-2017 00:00,01-Mar-2017 00:00,4147.0
01-Mar-2017 00:00,02-Mar-2017 00:00,5723.0
02-Mar-2017 00:00,03-Mar-2017 00:00,3702.0
03-Mar-2017 00:00,04-Mar-2017 00:00,497.0
04-Mar-2017 00:00,05-Mar-2017 00:00,5513.0
05-Mar-2017 00:00,06-Mar-2017 00:00,2111.0
06-Mar-2017 00:00,07-Mar-2017 00:00,5366.0
07-Mar-2017 00:00,08-Mar-2017 00:00,4074.0
08-Mar-2017 00:00,09-Mar-2017 00:00,1705.0
09-Mar-2017 00:00,10-Mar-2017 00:00,4123.0
10-Mar-2017 00:00,11-Mar-2017 00:00,2137.0
11-Mar-2017 00:00,12-Mar-2017 00:00,2108.0
12-Mar-2017 00:00,13-Mar-2017 00:00,1957.0
13-Mar-2017 00:00,14-Mar-2017 00:00,844.0
14-Mar-2017 00:00,15-Mar-2017 00:00,3202.0
15-Mar-2017 00:00,16-Mar-2017 00:00,586.0
16-Mar-2017 00:00,17-Mar-2017 00:00,4557.53341820432
17-Mar-2017 00:00,18-Mar-2017 00:00,10378.4665817957
18-Mar-2017 00:00,19-Mar-2017 00:00,12297.0
19-Mar-2017 00:00,20-Mar-2017 00:00,6635.0
20-Mar-2017 00:00,21-Mar-2017 00:00,2218.0
21-Mar-2017 00:00,22-Mar-2017 00:00,5343.0
22-Mar-2017 00:00,23-Mar-2017 00:00,8258.0
23-Mar-2017 00:00,24-Mar-2017 00:00,4042.0
24-Mar-2017 00:00,25-Mar-2017 00:00,99.4884811829548
25-Mar-2017 00:00,26-Mar-2017 00:00,5690.51151881704
26-Mar-2017 00:00,27-Mar-2017 00:00,1466.0
27-Mar-2017 00:00,28-Mar-2017 00:00,2556.0
28-Mar-2017 00:00,29-Mar-2017 00:00,1163.0
29-Mar-2017 00:00,30-Mar-2017 00:00,1261.0
30-Mar-2017 00:00,31-Mar-2017 00:00,417.0
31-Mar-2017 00:00,01-Apr-2017 00:00,758.0
01-Apr-2017 00:00,02-Apr-2017 00:00,2166.0
02-Apr-2017 00:00,03-Apr-2017 00:00,39.0
03-Apr-2017 00:00,04-Apr-2017 00:00,1335.0
04-Apr-2017 00:00,05-Apr-2017 00:00,3450.0
05-Apr-2017 00:00,06-Apr-2017 00:00,1608.0
06-Apr-2017 00:00,07-Apr-2017 00:00,1782.29877231142
07-Apr-2017 00:00,08-Apr-2017 00:00,15988.7012276886
08-Apr-2017 00:00,09-Apr-2017 00:00,7290.0
09-Apr-2017 00:00,10-Apr-2017 00:00,2947.0
10-Apr-2017 00:00,11-Apr-2017 00:00,1860.0
11-Apr-2017 00:00,12-Apr-2017 00:00,2713.0
12-Apr-2017 00:00,13-Apr-2017 00:00,1509.0
13-Apr-2017 00:00,14-Apr-2017 00:00,1585.0
14-Apr-2017 00:00,15-Apr-2017 00:00,2488.0
15-Apr-2017 00:00,16-Apr-2017 00:00,5050.07279089265
16-Apr-2017 00:00,17-Apr-2017 00:00,8356.92720910735
17-Apr-2017 00:00,18-Apr-2017 00:00,5932.0
18-Apr-2017 00:00,19-Apr-2017 00:00,2331.0
19-Apr-2017 00:00,20-Apr-2017 00:00,4734.0
20-Apr-2017 00:00,21-Apr-2017 00:00,2678.0
21-Apr-2017 00:00,22-Apr-2017 00:00,9735.0
22-Apr-2017 00:00,23-Apr-2017 00:00,1414.0
23-Apr-2017 00:00,24-Apr-2017 00:00,4156.0
24-Apr-2017 00:00,25-Apr-2017 00:00,5598.0
25-Apr-2017 00:00,26-Apr-2017 00:00,6353.0
26-Apr-2017 00:00,27-Apr-2017 00:00,7615.0
27-Apr-2017 00:00,28-Apr-2017 00:00,4778.0
28-Apr-2017 00:00,29-Apr-2017 00:00,3586.0
29-Apr-2017 00:00,30-Apr-2017 00:00,7762.0
30-Apr-2017 00:00,01-May-2017 00:00,2423.0
01-May-2017 00:00,02-May-2017 00:00,2765.0
02-May-2017 00:00,03-May-2017 00:00,2911.0
03-May-2017 00:00,04-May-2017 00:00,5975.0
04-May-2017 00:00,05-May-2017 00:00,3175.0
05-May-2017 00:00,06-May-2017 00:00,8011.0
06-May-2017 00:00,07-May-2017 00:00,5740.0
07-May-2017 00:00,08-May-2017 00:00,6619.0
08-May-2017 00:00,09-May-2017 00:00,2114.0
09-May-2017 00:00,10-May-2017 00:00,2484.0
10-May-2017 00:00,11-May-2017 00:00,6150.0
11-May-2017 00:00,12-May-2017 00:00,5127.0
12-May-2017 00:00,13-May-2017 00:00,8499.0
13-May-2017 00:00,14-May-2017 00:00,6779.0
14-May-2017 00:00,15-May-2017 00:00,6960.0
15-May-2017 00:00,16-May-2017 00:00,6027.0
16-May-2017 00:00,17-May-2017 00:00,1772.0
17-May-2017 00:00,18-May-2017 00:00,7874.0
18-May-2017 00:00,19-May-2017 00:00,13280.0
19-May-2017 00:00,20-May-2017 00:00,11859.0
20-May-2017 00:00,21-May-2017 00:00,3730.0
21-May-2017 00:00,22-May-2017 00:00,8288.0
22-May-2017 00:00,23-May-2017 00:00,6972.0
23-May-2017 00:00,24-May-2017 00:00,173.0
24-May-2017 00:00,25-May-2017 00:00,8690.0
25-May-2017 00:00,26-May-2017 00:00,4563.0
26-May-2017 00:00,27-May-2017 00:00,5234.0
27-May-2017 00:00,28-May-2017 00:00,12932.0
28-May-2017 00:00,29-May-2017 00:00,1886.0
29-May-2017 00:00,30-May-2017 00:00,3206.0
30-May-2017 00:00,31-May-2017 00:00,2229.0
31-May-2017 00:00,01-Jun-2017 00:00,4420.0
01-Jun-2017 00:00,02-Jun-2017 00:00,3622.0
02-Jun-2017 00:00,03-Jun-2017 00:00,3003.0
03-Jun-2017 00:00,04-Jun-2017 00:00,10641.0
04-Jun-2017 00:00,05-Jun-2017 00:00,5963.0
05-Jun-2017 00:00,06-Jun-2017 00:00,2145.0
06-Jun-2017 00:00,07-Jun-2017 00:00,4946.0
07-Jun-2017 00:00,08-Jun-2017 00:00,2452.0
08-Jun-2017 00:00,09-Jun-2017 00:00,12602.0
09-Jun-2017 00:00,10-Jun-2017 00:00,13859.0
10-Jun-2017 00:00,11-Jun-2017 00:00,10853.0
11-Jun-2017 00:00,12-Jun-2017 00:00,8740.0
12-Jun-2017 00:00,13-Jun-2017 00:00,8293.0
13-Jun-2017 00:00,14-Jun-2017 00:00,3479.0
14-Jun-2017 00:00,15-Jun-2017 00:00,5350.0
15-Jun-2017 00:00,16-Jun-2017 00:00,4375.0
16-Jun-2017 00:00,17-Jun-2017 00:00,10627.0
17-Jun-2017 00:00,18-Jun-2017 00:00,1156.0
18-Jun-2017 00:00,19-Jun-2017 00:00,4189.0
19-Jun-2017 00:00,20-Jun-2017 00:00,3726.0
20-Jun-2017 00:00,21-Jun-2017 00:00,2193.0
21-Jun-2017 00:00,22-Jun-2017 00:00,4198.0
22-Jun-2017 00:00,23-Jun-2017 00:00,7314.0
23-Jun-2017 00:00,24-Jun-2017 00:00,7182.51568800168
24-Jun-2017 00:00,25-Jun-2017 00:00,11683.4843119983
25-Jun-2017 00:00,26-Jun-2017 00:00,1260.0
